Procedimento;RN;Vigencia;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
VENOGRAFIA RADIOISOTÓPICA;;;X;SIM;SIM;SIM;SIM;SIM;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DAS GLÂNDULAS SALIVARES COM OU SEM ESTÍMULO;;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO FÍGADO E DO BAÇO;;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO FÍGADO E VIAS BILIARES;;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA;;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO;;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS);;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL;;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO;;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO);;;X;SIM;SIM;SIM;SIM;SIM;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO -  OU 123);;;SIM;SIM;SIM;SIM;SIM;SIM;131;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - M TC);;;X;SIM;SIM;SIM;SIM;SIM;99;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DAS PARATIREÓIDES;;;X;SIM;SIM;SIM;SIM;SIM;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI);;;X;SIM;SIM;SIM;SIM;SIM;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE ESTÍMULO COM TSH RECOMBINANTE;;;X;SIM;SIM;SIM;SIM;SIM;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE SUPRESSÃO DA TIREÓIDE COM T;;;X;SIM;SIM;SIM;SIM;SIM;3;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DO PERCLORATO;;;X;SIM;SIM;SIM;SIM;SIM;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA RENAL DINÂMICA;;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA;;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA);;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA TESTICULAR (ESCROTAL);;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTOCINTILOGRAFIA DIRETA;;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTOCINTILOGRAFIA INDIRETA;;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA FILTRAÇÃO GLOMERULAR;;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DO FLUXO PLASMÁTICO RENAL;;;X;SIM;SIM;SIM;SIM;SIM;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO SISTEMA RETÍCULO-ENDOTELIAL (MEDULA ÓSSEA);;;X;SIM;SIM;SIM;SIM;SIM;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEMONSTRAÇÃO DO SEQÜESTRO DE HEMÁCIAS PELO BAÇO;;;X;SIM;SIM;SIM;SIM;SIM;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA SOBREVIDA DE HEMÁCIAS;;;X;SIM;SIM;SIM;SIM;SIM;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DO VOLUME ERITROCITÁRIO;;;X;SIM;SIM;SIM;SIM;SIM;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DO VOLUME PLASMÁTICO;;;X;SIM;SIM;SIM;SIM;SIM;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE ABSORÇÃO DE VITAMINA B COM COBALTO - 57 (TESTE DE SCHILLING);;;X;SIM;SIM;SIM;SIM;SIM;12;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA ÓSSEA (CORPO TOTAL);;;X;SIM;SIM;SIM;SIM;SIM;;MÚSCULO - ESQUELÉTICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLUXO SANGÜÍNEO ÓSSEO;;;X;SIM;SIM;SIM;SIM;SIM;;MÚSCULO - ESQUELÉTICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA CEREBRAL;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE PERFUSÃO CEREBRAL;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE PERFUSÃO CEREBRAL PARA AVALIAÇÃO DE TRANSPORTADORES DE DOPAMINA (COM DIRETRIZ DE UTILZAÇÃO);;;X;SIM;SIM;SIM;SIM;SIM;118;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTERNOCINTILOGRAFIA;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTERNOCINTILOGRAFIA PARA PESQUISA DE FÍSTULA LIQUÓRICA;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO DO TRÂNSITO LIQUÓRICO;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLUXO SANGUÍNEO CEREBRAL;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MIELOCINTILOGRAFIA;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VENTRÍCULO-CINTILOGRAFIA;;;X;SIM;SIM;SIM;SIM;SIM;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA;;;X;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA COM GÁLIO-;;;X;SIM;SIM;SIM;SIM;SIM;67;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA COM LEUCÓCITOS MARCADOS;;;X;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA COM MIBG (METAIODOBENZILGUANIDINA);;;SIM;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE MAMA;;;X;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEMARCAÇÃO RADIOISOTÓPICA DE LESÕES TUMORAIS;;;X;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LESÕES TUMORAIS;;;X;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LINFONODO SENTINELA;;;SIM;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LINFOCINTILOGRAFIA;;;X;SIM;SIM;SIM;SIM;SIM;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PET-CT ONCOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO);;;X;SIM;X;X;SIM;SIM;60;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
QUANTIFICAÇÃO DA CAPTAÇÃO PULMONAR COM GÁLIO-;;;X;SIM;SIM;SIM;SIM;SIM;67;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA DETECÇÃO DE ASPIRAÇÃO PULMONAR;;;X;SIM;SIM;SIM;SIM;SIM;;RESPIRATÓRIO -  IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PULMONAR (INALAÇÃO);;;X;SIM;SIM;SIM;SIM;SIM;;RESPIRATÓRIO -  IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PULMONAR (PERFUSÃO);;;X;SIM;SIM;SIM;SIM;SIM;;RESPIRATÓRIO -  IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO COM METAIODOBENZILGUANIDINA (MIBG);;;SIM;SIM;SIM;SIM;SIM;SIM;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DA POLICITEMIA VERA;;;X;SIM;SIM;SIM;SIM;SIM;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE CÂNCER DA TIREÓIDE;;;X;SIM;SIM;SIM;SIM;SIM;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO- OU ESTRÔNCIO-90;;;X;SIM;SIM;SIM;SIM;SIM;136;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (GRAVES);;;SIM;SIM;SIM;SIM;SIM;SIM;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER);;;SIM;SIM;SIM;SIM;SIM;SIM;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE TUMORES NEUROENDÓCRINOS;;;X;SIM;SIM;SIM;SIM;SIM;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS);;;X;SIM;SIM;SIM;SIM;SIM;;OUTROS - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AMPLIAÇÃO OU MAGNIFICAÇÃO DE LESÃO MAMÁRIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA POR CATETERISMO NÃO SELETIVO, SELETIVO OU SUPERSELETIVO;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA POR PUNÇÃO;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA TRANSOPERATÓRIA DE POSICIONAMENTO;;;SIM;X;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AORTOGRAFIA ABDOMINAL POR PUNÇÃO TRANSLOMBAR;;;SIM;X;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ARTROGRAFIA OU PNEUMOARTROGRAFIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVALIAÇÃO HEMODINÂMICA POR CATETERISMO (AFERIMENTO DE PRESSÃO OU FLUXO ARTERIAL OU VENOSO);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CAVERNOSOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CLISTER OU ENEMA OPACO (DUPLO CONTRASTE);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOGRAFIA INTRA-OPERATÓRIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOGRAFIA PÓS-OPERATÓRIA (PELO DRENO);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOGRAFIA TRANSCUTÂNEA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOPANCREATOGRAFIA RETRÓGRADA;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DACRIOCISTOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEFECOGRAMA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEGLUTOGRAMA OU VIDEODEGLUTOGRAMA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DENSITOMETRIA ÓSSEA - QUALQUER SEGMENTO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA ORIENTADA POR RX (ACRESCENTAR O EXAME DE BASE);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESCANOMETRIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESPLENOPORTOGRAFIA PERCUTÂNEA;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO DO DELGADO COM DUPLO CONTRASTE;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FÁRMACO-CAVERNOSOGRAFIA (DINÂMICA);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FISTULOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLEBOGRAFIA POR PUNÇÃO VENOSA;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLEBOGRAFIA RETRÓGRADA POR CATETERISMO;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HISTEROSSALPINGOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LINFANGIOADENOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MAMOGRAFIA CONVENCIONAL;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MAMOGRAFIA DIGITAL (COM DIRETRIZ DE UTILIZAÇÃO);;;SIM;SIM;SIM;SIM;SIM;SIM;52;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MIELOGRAFIA;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MORFOMETRIA DIGITAL (COLUNA OU FÊMUR);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PIELOGRAFIA ASCENDENTE;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PLANIGRAFIA DE COLUNA VERTEBRAL;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PLANIGRAFIA DE OSSO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PLANIGRAFIA DE TÓRAX, MEDIASTINO OU LARINGE;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PLANIGRAFIA LINEAR DE CRÂNIO OU SELA TÚRCICA OU FACE OU MASTÓIDE;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PNEUMOMIELOGRAFIA SEGMENTAR;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PORTOGRAFIA TRANS-HEPÁTICA;;;SIM;SIM;SIM;SIM;SIM;SIM;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PUNÇÃO ASPIRATIVA ORIENTADA POR RX (ACRESCENTAR O EXAME DE BASE);;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ABDOME AGUDO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ABDOME SIMPLES;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ADENÓIDES OU CAVUM;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RADIOGRAFIA DE ANTEBRAÇO;;;SIM;SIM;SIM;SIM;SIM;X;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
